pick_lat,pick_lon,drop_lat,drop_lon
40.771777,-73.9888,40.761897,-73.980757
40.781582,-73.956075,40.763355,-73.988725
40.750947,-73.994375,40.757552,-73.988292
40.755552,-73.96507,40.752747,-73.979507
40.762237,-73.968105,40.766555,-73.95369
40.717507,-74.005945,40.760762,-73.986447
40.785062,-73.953555,40.739232,-73.991715
40.759772,-73.978058,40.770937,-73.964103
40.743245,-73.976955,40.735315,-73.9943
40.779867,-73.955837,40.756912,-73.971607
40.740477,-73.978955,40.736602,-73.988772
40.74457,-73.985417,40.749307,-73.975795
40.746657,-73.991562,40.757667,-74.00064
40.788852,-73.966797,40.75657,-73.985463
40.745687,-73.987942,40.716802,-73.997848
40.758625,-73.979877,40.757745,-73.975092
40.750822,-73.976097,40.750662,-73.976275
40.7662,-73.969018,40.767375,-73.954775
40.7663,-73.962885,40.756535,-73.978685
40.750142,-73.983462,40.754392,-73.99815
40.795655,-73.974092,40.770707,-73.96703
40.760782,-73.97108,40.750682,-73.987388
40.768407,-73.981972,40.768105,-73.996267
40.759282,-73.995705,40.74569,-73.997345
40.756822,-73.9609,40.753595,-73.97471
40.740455,-73.992663,40.744102,-73.980277
40.768447,-73.96141,40.757427,-73.983395
40.758242,-73.992252,40.739257,-73.977928
40.766867,-73.966772,40.771277,-73.9635
40.767847,-73.993137,40.741235,-73.985508
40.728092,-73.984828,40.735095,-73.990015
40.742285,-73.993087,40.761675,-73.972697
40.776235,-73.98694,40.781877,-73.981187
40.716657,-74.006713,40.720437,-73.999688
40.763232,-73.958832,40.761372,-73.970765
40.761625,-73.978883,40.713425,-74.014
40.754142,-73.988157,40.748572,-73.984303
40.746437,-73.974782,40.748732,-74.006367
40.766867,-73.96266,40.756957,-73.978068
40.749277,-73.991547,40.725567,-74.004192
40.719297,-74.008873,40.73897,-73.995573
40.776555,-73.982112,40.764787,-73.962653
40.707235,-74.004017,40.722632,-74.008305
40.752077,-73.975307,40.739315,-73.97783
40.730557,-74.004608,40.745412,-74.007883
40.751867,-73.987818,40.752152,-74.004892
40.784062,-73.980308,40.775517,-73.959727
40.779387,-73.947685,40.732337,-74.005442
40.753572,-73.97537,40.753542,-73.977488
40.781925,-73.956017,40.772747,-73.952937
40.719002,-74.002185,40.711687,-74.01038
40.74975,-73.981372,40.758167,-73.975207
40.799687,-73.96263,40.787867,-73.953705
40.770237,-73.964227,40.783207,-73.957145
40.740937,-73.989312,40.731127,-73.9918
40.757915,-73.972918,40.751072,-73.990305
40.73237,-74.00646,40.721872,-73.999297
40.764125,-73.962147,40.75191,-73.973877
40.762872,-73.972303,40.766692,-73.952683
40.76647,-73.990455,40.775965,-73.983507
40.746742,-74.001208,40.76908,-73.995767
40.773235,-73.989417,40.797417,-73.970845
40.745302,-73.994025,40.742242,-73.997032
40.78244,-73.978802,40.775637,-73.960693
40.750812,-73.971218,40.746737,-73.981177
40.741522,-74.001182,40.757607,-73.986017
40.750832,-73.97574,40.742742,-73.98911
40.774152,-73.988423,40.75666,-73.985945
40.752625,-73.970125,40.738835,-73.987
40.767307,-73.984685,40.752757,-73.981527
40.763485,-73.965332,40.780492,-73.952722
40.770142,-73.991681,40.767301,-73.983501
40.774203,-73.963779,40.767043,-73.953723
40.754303,-73.966029,40.746048,-73.99397
40.755332,-73.968097,40.748232,-73.974807
40.753276,-73.977416,40.75475,-73.980821
40.745048,-73.979497,40.785155,-73.949933
40.760257,-73.961522,40.764262,-73.973978
40.754359,-73.987558,40.720842,-73.998045
40.773649,-73.982049,40.781424,-73.981111
40.733954,-73.988927,40.766087,-73.954124
40.789142,-73.978052,40.791799,-73.964988
40.727159,-74.005492,40.74762,-74.007685
40.743219,-73.992661,40.755756,-73.968028
40.761306,-73.999774,40.749676,-73.995817
40.774809,-73.958861,40.771586,-73.950343
40.740784,-74.005031,40.753157,-73.987721
40.75639,-73.971998,40.79098,-73.968982
40.769719,-73.988103,40.758655,-73.972587
40.748914,-73.995175,40.752021,-73.98804
40.749498,-73.981564,40.750922,-73.978568
40.744882,-73.975994,40.744882,-73.975994
40.730889,-73.998972,40.729707,-73.995439
40.754602,-73.968755,40.743451,-73.981974
40.764869,-73.963854,40.753471,-73.971549
40.718843,-73.999265,40.73262,-74.003308
40.738253,-73.981121,40.740188,-73.990744
40.745037,-73.975712,40.751156,-73.981459
40.738442,-73.991935,40.761783,-73.9696
40.785564,-73.978684,40.767398,-73.962464
40.774367,-73.965711,40.762847,-73.969653
40.742497,-73.998414,40.757059,-73.969532
40.815736,-73.958505,40.808377,-73.963832
40.745104,-73.985474,40.735674,-73.99716
40.762211,-73.989759,40.754661,-73.973042
40.783946,-73.956716,40.775964,-73.96347
40.751859,-73.980706,40.765682,-73.968101
40.751322,-73.990683,40.737327,-73.979401
40.753353,-73.977733,40.770186,-73.990819
40.732343,-73.996355,40.713378,-74.011102
40.753449,-73.981287,40.74407,-73.985823
40.763812,-73.98446,40.752753,-73.978649
40.767042,-73.953892,40.76275,-73.985375
40.764043,-73.964222,40.756663,-73.978223
40.766447,-73.986735,40.741171,-74.007298
40.741391,-73.975244,40.746247,-73.981553
40.718404,-74.010569,40.708839,-74.009646
40.744772,-74.006249,40.75512,-73.984062
40.767332,-73.956397,40.767368,-73.956367
40.776292,-73.962132,40.767343,-73.984483
40.750487,-73.9909,40.779707,-73.954882
40.752195,-73.986132,40.764318,-73.981078
40.76203,-73.982502,40.758238,-73.985435
40.792142,-73.964323,40.748477,-73.986047
40.785153,-73.969549,40.77059,-73.968345
40.786418,-73.972363,40.75447,-73.97529
40.744652,-73.975204,40.773226,-73.958645
40.766026,-73.963408,40.756866,-73.975302
40.752731,-73.970083,40.73167,-73.982412
40.726515,-73.996171,40.714813,-74.0138
40.743946,-73.973472,40.772172,-73.965942
40.756445,-73.997345,40.749445,-73.975665
40.77454,-73.965148,40.762357,-73.974446
40.749891,-73.991264,40.762572,-73.982599
40.746455,-73.98146,40.757946,-73.985405
40.743842,-73.987985,40.705386,-74.004866
40.773473,-73.981483,40.760325,-73.979252
40.750735,-73.990918,40.741097,-73.984597
40.758191,-73.973146,40.74941,-73.981089
40.760898,-73.977794,40.772369,-73.966937
40.776065,-73.964402,40.75754,-73.985788
40.764,-73.962053,40.75578,-73.96859
40.755903,-73.973782,40.749748,-73.981474
40.750826,-73.974931,40.763874,-73.976011
40.755467,-73.994957,40.740361,-73.986665
40.783645,-73.978086,40.778649,-73.953614
40.729477,-73.997862,40.71528,-74.00324
40.783294,-73.980571,40.756287,-73.977781
40.747152,-73.981289,40.742576,-73.987072
40.759487,-73.984186,40.757947,-74.000857
40.734329,-73.983457,40.734789,-73.996968
40.770643,-73.991882,40.764545,-73.980536
40.77766,-73.986503,40.776416,-73.962399
40.757231,-73.9818,40.755885,-73.978705
40.754587,-73.973113,40.744671,-73.980012
40.774624,-73.955873,40.76242,-73.973556
40.762989,-73.985847,40.764319,-73.958516
40.760863,-73.975222,40.755997,-73.99816
40.741064,-74.0015,40.750173,-73.987544
40.734272,-73.999213,40.752811,-73.979096
40.744959,-73.978692,40.752434,-73.973649
40.775732,-73.960902,40.762162,-73.974133
40.701357,-74.011975,40.737032,-73.97874
40.762591,-73.976715,40.749921,-73.991345
40.782598,-73.953282,40.775037,-73.956765
40.745132,-74.005811,40.752283,-73.977295
40.717547,-73.991085,40.737817,-73.977407
40.772806,-73.982246,40.764244,-73.954381
40.729475,-74.002378,40.740355,-73.992287
40.711764,-74.016432,40.711764,-74.016432
40.756526,-73.970063,40.771707,-73.95737
40.769543,-73.960953,40.754243,-73.988084
40.763749,-73.96521,40.755485,-73.975262
40.764308,-73.957593,40.76677,-73.97847
40.76891,-73.984548,40.752668,-73.98247
40.764025,-73.973356,40.745107,-73.97674
40.767458,-73.962402,40.767901,-73.967544
40.75602,-73.990874,40.752621,-73.967245
40.738944,-74.008091,40.747105,-73.991234
40.759532,-73.985798,40.769062,-73.995863
40.745509,-73.994242,40.723126,-73.999544
40.795565,-73.943989,40.73997,-73.985675
40.746742,-73.985773,40.75686,-73.97751
40.755438,-73.974308,40.756215,-73.990474
40.756047,-73.990608,40.757517,-74.000833
40.744416,-73.983391,40.715866,-74.005005
40.780354,-73.984191,40.78623,-73.978146
40.751952,-73.97048,40.701848,-74.01269
40.779551,-73.988021,40.755532,-73.975099
40.774119,-73.959531,40.755279,-73.973256
40.759942,-73.988159,40.766261,-73.99456
40.76244,-73.968346,40.758347,-73.970916
40.751247,-73.99412,40.776202,-73.987774
40.744154,-74.006714,40.763102,-73.983905
40.77085,-73.963261,40.764726,-73.970096
40.747822,-73.98878,40.725692,-73.996383
40.782097,-73.956058,40.752519,-73.974346
40.717536,-74.01074,40.722998,-74.008186
40.778687,-73.981565,40.785808,-73.976325
40.760513,-74.002775,40.753578,-73.981887
40.776978,-73.977048,40.76078,-73.973197
40.733168,-74.006372,40.760483,-73.980919
40.734693,-73.979131,40.742172,-73.990886
40.750182,-73.979069,40.762483,-73.972299
40.7478,-73.996636,40.756201,-73.990495
40.74783,-73.980405,40.704996,-74.013404
40.740449,-73.994627,40.737947,-74.00827
40.796508,-73.972048,40.769037,-73.995863
40.735326,-74.000212,40.732571,-73.993421
40.755087,-73.987058,40.757555,-74.000875
40.729865,-73.986788,40.736928,-73.990068
40.773462,-73.981643,40.764092,-73.975857
40.756303,-73.964407,40.774725,-73.956982
40.741654,-73.975076,40.756921,-73.975391
40.738152,-73.990366,40.763321,-73.982016
40.779032,-73.977764,40.764654,-73.99569
40.779895,-73.979811,40.775497,-73.958618
40.707631,-74.004698,40.739528,-74.005413
40.764241,-73.971124,40.77266,-73.964801
40.767169,-73.993847,40.757847,-74.000634
40.717238,-73.995302,40.718252,-73.984482
40.789088,-73.974007,40.770283,-73.982012
40.764547,-73.972865,40.807138,-73.964461
40.79395,-73.972597,40.779954,-73.956458
40.74394,-73.987775,40.750802,-73.974982
40.73879,-74.00802,40.75469,-73.987417
40.745998,-73.995083,40.713885,-74.014168
40.756725,-73.96386,40.773541,-73.959638
40.786978,-73.956344,40.759906,-73.975862
40.755138,-73.98748,40.757934,-74.000917
40.764967,-73.972566,40.740522,-73.989334
40.777755,-73.956966,40.766163,-73.981509
40.752035,-73.973768,40.756329,-73.977826
40.723997,-73.996321,40.750204,-73.994149
40.721107,-73.981305,40.765463,-73.954757
40.748402,-73.988336,40.757789,-73.973535
40.763931,-73.958724,40.7581,-73.970498
40.783574,-73.970742,40.758437,-73.971487
40.78531,-73.957632,40.767605,-73.963039
40.777614,-73.988887,40.762835,-73.974405
40.762356,-73.974325,40.726419,-74.006956
40.716118,-74.015212,40.751814,-73.980104
40.742974,-73.992795,40.768697,-73.995214
40.749501,-73.995531,40.768061,-73.985986
40.760026,-73.98458,40.752369,-73.978223
40.770762,-73.957753,40.755515,-73.983846
40.710051,-74.016452,40.731035,-74.00928
40.78052,-73.980261,40.760034,-73.971569
40.741771,-73.974954,40.740141,-73.985797
40.753362,-73.976961,40.745037,-73.985087
40.73311,-73.984328,40.71559,-73.994149
40.756361,-73.971768,40.765391,-73.96151
40.73939,-74.008161,40.722725,-74.008199
40.767063,-73.993404,40.761701,-73.988581
40.7633,-73.973943,40.752572,-73.974851
40.767519,-73.969096,40.770141,-73.980582
40.755794,-73.989442,40.732623,-73.994023
40.729541,-74.010467,40.742519,-73.997628
40.784065,-73.958702,40.765093,-73.981905
40.762155,-73.974316,40.78311,-73.955235
40.724241,-73.997461,40.727332,-74.006955
40.759558,-73.968193,40.777896,-73.954795
40.738515,-73.991588,40.760273,-73.971768
40.734943,-73.979512,40.744074,-73.995365
40.743074,-73.984532,40.739602,-73.976482
40.779257,-73.981229,40.7647,-73.977588
40.749238,-73.984372,40.757667,-74.000402
40.793492,-73.966745,40.755702,-73.974615
40.772755,-73.978153,40.76536,-73.969617
40.755847,-73.974897,40.761665,-73.97162
40.718732,-74.008585,40.734172,-73.999053
40.773912,-73.955692,40.71425,-74.011672
40.733237,-73.999777,40.773927,-73.96376
40.760977,-73.998355,40.755957,-73.989392
40.739392,-74.001687,40.74802,-73.975857
40.745707,-73.97979,40.742047,-73.989737
40.751992,-73.98236,40.752602,-74.003988
40.762172,-73.982493,40.701757,-74.010462
40.752607,-73.981432,40.748842,-73.994682
40.751877,-73.97523,40.73762,-73.98008
40.76768,-73.96971,40.785492,-73.955475
40.767832,-73.962155,40.765152,-73.970117
40.778845,-73.958097,40.794187,-73.97232
40.746385,-73.97143,40.752702,-73.969065
40.767592,-73.95426,40.77291,-73.960217
40.770882,-73.954785,40.756517,-73.978442
40.760547,-73.95813,40.755395,-73.977647
40.7747,-73.95792,40.71426,-74.013637
40.74981,-73.976723,40.742512,-73.984802
40.755822,-73.972882,40.768145,-73.98623
40.759442,-73.981448,40.762597,-73.987617
40.77266,-73.964647,40.787947,-73.953477
40.748967,-74.005317,40.742712,-73.989812
40.756832,-73.997482,40.770925,-73.95718
40.760637,-73.979965,40.768332,-73.982032
40.77741,-73.961297,40.766752,-73.97114
40.780085,-73.95294,40.780085,-73.95294
40.769362,-73.964968,40.773972,-73.96395
40.728947,-74.009138,40.707422,-74.00533
40.760207,-73.964422,40.753432,-73.979777
40.747817,-73.980863,40.725507,-73.996405
40.778587,-73.958268,40.765457,-73.96408
40.765037,-73.968282,40.818245,-73.951002
40.74132,-74.005188,40.751572,-74.00736
40.70143,-74.012342,40.705507,-74.005087
40.772002,-73.98312,40.760582,-73.982612
40.74229,-73.988572,40.72013,-74.009922
40.729777,-73.986795,40.710757,-74.00938
40.743605,-73.99224,40.76311,-73.978947
40.763737,-73.985372,40.72743,-74.005477
40.750977,-73.990423,40.741732,-73.984407
40.70517,-74.017685,40.710682,-74.016077
40.747857,-74.002212,40.751225,-73.978167
40.755227,-73.990037,40.769402,-73.99466
40.7776,-73.97908,40.78098,-73.98138
40.739877,-73.976332,40.71651,-74.00321
40.763845,-73.969625,40.770392,-73.964862
40.733775,-73.983902,40.743715,-73.979645
40.741792,-73.994162,40.744127,-74.003248
40.772727,-73.978353,40.7599,-73.980758
40.757855,-73.963672,40.755252,-73.965592
40.740585,-73.978627,40.74661,-73.993775
40.72892,-73.984378,40.727157,-74.005562
40.757792,-73.964827,40.75972,-73.977755
40.76323,-73.978887,40.755627,-73.986027
40.742235,-73.977865,40.723822,-73.99811
40.74858,-74.006045,40.762207,-73.97849
40.754362,-73.991932,40.757015,-73.984168
40.762435,-73.967872,40.769792,-73.99015
40.756632,-73.964285,40.763727,-73.969375
40.764342,-73.977357,40.766952,-73.96906
40.753882,-73.9778,40.769387,-73.995402
40.740677,-73.985307,40.724782,-74.001583
40.707067,-74.006835,40.750187,-73.99086
40.763334,-73.959137,40.701558,-74.012583
40.728327,-73.993532,40.719112,-74.004507
40.750347,-73.99458,40.761925,-73.969967
40.705297,-74.007248,40.775977,-73.957105
40.761607,-73.967208,40.766902,-73.96266
40.726002,-74.003715,40.756362,-73.97532
40.805497,-73.954573,40.743585,-73.972675
40.749852,-73.99171,40.749307,-73.975677
40.74522,-73.975622,40.742647,-73.992857
40.745212,-73.981073,40.738512,-73.991713
40.752605,-73.975447,40.74148,-73.985408
40.746237,-73.981503,40.73154,-73.983207
40.74718,-73.97437,40.74302,-73.985202
40.779582,-73.981732,40.759925,-73.971692
40.807432,-73.958432,40.787977,-73.955922
40.757787,-73.971602,40.723182,-74.00295
40.765407,-73.987728,40.763657,-73.9752
40.765205,-73.972258,40.767382,-73.95475
40.711227,-74.016057,40.70546,-74.004432
40.713102,-74.00931,40.715737,-74.00354
40.778297,-73.985597,40.771437,-73.979522
40.767147,-73.954455,40.770227,-73.98704
40.765907,-73.95462,40.744217,-73.984002
40.756707,-73.972277,40.77155,-73.982718
40.7138,-74.008592,40.75152,-74.007317
40.770662,-73.980088,40.752517,-73.994377
40.750232,-73.994937,40.728777,-73.987827
40.719377,-73.977112,40.703077,-74.011443
40.755542,-73.965385,40.753337,-73.985982
40.70143,-74.011687,40.747912,-73.97562
40.753697,-73.992335,40.76371,-73.955908
40.749902,-73.991557,40.759677,-73.980715
40.745992,-74.005527,40.753467,-73.98114
40.765587,-73.964482,40.763342,-73.974178
40.739657,-73.998347,40.738597,-73.982885
40.770712,-73.982372,40.762437,-73.974365
40.718947,-73.999177,40.741845,-73.974805
40.733125,-73.991037,40.747192,-73.98572
40.777277,-73.959375,40.765245,-73.96374
40.779367,-73.984895,40.743057,-74.0039
40.747905,-74.00038,40.764267,-73.953323
40.744645,-73.980988,40.749065,-73.99091
40.738002,-73.979985,40.846725,-73.931852
40.739947,-73.994962,40.749107,-73.991337
40.74784,-74.004532,40.74784,-74.004532
40.755987,-73.974737,40.741302,-73.987575
40.79451,-73.962555,40.762702,-73.963492
40.74898,-74.00315,40.761837,-73.99394
40.749767,-73.991115,40.74427,-73.99501
40.783932,-73.952337,40.760702,-73.970812
40.789257,-73.954702,40.770917,-73.955202
40.758137,-73.988792,40.757712,-73.978437
40.750437,-73.997865,40.751627,-73.976897
40.757822,-73.969675,40.765795,-73.954422
40.762157,-73.986292,40.76392,-73.971655
40.727595,-74.007235,40.738932,-73.989928
40.755647,-73.990935,40.738782,-73.977372
40.76067,-74.002638,40.758577,-73.981857
40.765972,-73.957352,40.710075,-74.016362
40.765837,-73.954378,40.761185,-73.970795
40.745297,-73.99487,40.749117,-74.008315
40.748072,-73.983107,40.755895,-74.002057
40.72121,-74.0047,40.757475,-73.999972
40.779377,-73.957622,40.75585,-73.978852
40.745277,-74.00581,40.755545,-73.975677
40.706207,-74.005672,40.714482,-74.000513
40.77414,-73.951232,40.75503,-73.970647
40.741062,-73.975608,40.710677,-73.98387
40.728182,-74.002863,40.75619,-73.970432
40.734847,-74.006105,40.764342,-73.968807
40.753335,-73.9786,40.763927,-73.958748
40.746322,-73.97257,40.725847,-73.997375
40.746362,-73.981822,40.757252,-73.979482
40.740567,-73.985885,40.754922,-73.981775
40.824217,-73.952192,40.820292,-73.959725
40.7456,-74.005617,40.749877,-73.987962
40.748015,-73.984778,40.702602,-74.014077
40.753875,-73.97724,40.760107,-73.978105
40.761057,-73.971337,40.779952,-73.956708
40.738762,-74.00805,40.741037,-73.994058
40.753682,-73.977505,40.741445,-74.006358
40.71819,-74.014985,40.760652,-73.98259
40.719257,-74.005182,40.768567,-73.995858
40.738235,-73.977335,40.750732,-73.96848
40.770742,-73.963203,40.767252,-73.954108
40.786197,-73.972405,40.769737,-73.985937
40.760427,-74.00283,40.719802,-74.002582
40.74485,-73.991452,40.75718,-73.982062
40.797872,-73.943663,40.770195,-73.980692
40.745072,-73.98495,40.753185,-73.9726
40.758002,-73.98907,40.769032,-73.992317
40.75214,-73.977662,40.75202,-73.974157
40.757037,-73.966902,40.750607,-73.971907
40.72243,-73.986335,40.74236,-73.984757
40.758672,-73.981593,40.75859,-74.00025
40.745587,-73.984542,40.759427,-73.98255
40.767227,-73.98632,40.754957,-73.987657
40.752572,-74.004425,40.74371,-74.008648
40.752547,-73.975422,40.720217,-74.009957
40.755167,-73.987887,40.751507,-74.005177
40.763777,-73.964745,40.763895,-73.964772
40.767742,-73.963985,40.766212,-73.955878
40.750442,-73.990955,40.749422,-73.98067
40.756255,-73.964358,40.747727,-73.976712
40.783102,-73.952213,40.773587,-73.948637
40.775902,-73.987298,40.749032,-74.008328
40.785875,-73.972392,40.77448,-73.957865
40.75074,-73.985847,40.716495,-74.004743
40.77072,-73.962902,40.759177,-73.970318
40.771925,-73.990167,40.755722,-73.993905
40.782132,-73.953777,40.765275,-73.965812
40.768152,-73.982495,40.751512,-73.990037
40.774767,-73.982262,40.76364,-73.973968
40.757112,-73.96222,40.778212,-73.956493
40.758735,-73.96752,40.752842,-73.973425
40.744175,-73.992037,40.746962,-73.985332
40.733792,-73.986782,40.745107,-73.97615
40.755257,-73.98385,40.755257,-73.98385
40.739722,-73.986895,40.759437,-73.97501
40.762352,-73.982275,40.768837,-73.9951
40.745457,-73.990887,40.754387,-73.984123
40.721825,-74.008195,40.754402,-73.995473
40.78494,-73.969617,40.778872,-73.974022
40.737152,-73.981285,40.749875,-73.968993
40.755962,-73.974987,40.762117,-73.970242
40.741515,-73.989032,40.745697,-73.97391
40.785147,-73.957727,40.765005,-73.97456
40.74885,-73.990595,40.740747,-73.981703
40.758277,-73.973857,40.740172,-73.993487
40.796992,-73.970182,40.840585,-73.942933
40.75083,-73.970183,40.753842,-73.983087
40.719127,-73.994432,40.734375,-73.993638
40.768195,-73.988138,40.758317,-73.992592
40.783422,-73.974325,40.763412,-73.973545
40.739285,-73.987165,40.75619,-73.996893
40.74968,-73.991822,40.752392,-73.973812
40.719802,-73.994152,40.735005,-73.998465
40.770942,-73.964068,40.762082,-73.970357
40.753458,-73.996635,40.737276,-73.996727
40.776082,-73.976032,40.748632,-73.977093
40.74613,-73.978509,40.734341,-73.983408
40.744892,-73.99495,40.728352,-73.989042
40.78326,-73.97754,40.791561,-73.974538
40.762995,-73.961716,40.763838,-73.969425
40.77687,-73.961803,40.770002,-73.960873
40.762913,-73.993028,40.765092,-73.957819
40.762389,-73.988071,40.758458,-73.977126
40.760468,-73.994832,40.762885,-73.973327
40.764687,-73.988152,40.756372,-73.997292
40.775261,-73.9535,40.763021,-73.968006
40.702738,-74.01202,40.713694,-74.005085
40.782203,-73.959803,40.75926,-73.975793
40.771363,-73.986804,40.767466,-73.980431
40.770149,-73.96442,40.761997,-73.982619
40.702448,-74.012949,40.742732,-74.005046
40.709183,-73.996123,40.721763,-73.999972
40.776733,-73.977211,40.750392,-73.978649
40.731048,-73.979534,40.739649,-73.991902
40.764707,-73.984433,40.720884,-74.010059
40.727043,-74.003204,40.73442,-73.993358
40.722177,-73.997439,40.741656,-74.007068
40.761661,-73.990348,40.767495,-73.996072
40.72331,-74.003551,40.747016,-73.98686
40.775043,-73.963313,40.761623,-73.975045
40.801334,-73.950315,40.822216,-73.942366
40.778782,-73.958218,40.761206,-73.970945
40.772161,-73.963171,40.774985,-73.959053
40.774252,-73.988714,40.763695,-73.973117
